SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
GLICEROFOSFATO DE SÓDIO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;GLYCOPHOS;216 MG/ML SOL INFUS CX AMP PLAS PP TRANS X 20 ML;K4A1 - SOLUÇÕES ELECTROLÍTICAS (<=20ML);Específico;Regulado;83,69;83,69;95,1;100,83;100,83;101,44;101,44;102,06;102,06;104,61;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
GLICEROFOSFATO DE SÓDIO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;GLYCOPHOS;216 MG/ML SOL INFUS CT 20 AMP PLAS PP TRANS X 20 ML;K4A1 - SOLUÇÕES ELECTROLÍTICAS (<=20ML);Específico;Regulado;1673,91;1673,91;1902,17;2016,76;2016,76;2028,98;2028,98;2041,35;2041,35;2092,39;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SULFATO DE MAGNÉSIO HEPTAIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KABIVEN;EMU INJ BOLS PLAS BIOFINA TRANS X 2053 ML ;K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS;Específico;Regulado;683,18;683,18;776,34;823,11;823,11;828,1;828,1;833,15;833,15;853,98;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SULFATO DE MAGNÉSIO HEPTAIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KABIVEN;EMU INJ BOLS PLAS BIOFINA TRANS X 1026 ML ;K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS;Específico;Regulado;493,09;493,09;560,33;594,08;594,08;597,68;597,68;601,33;601,33;616,36;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SULFATO DE MAGNÉSIO HEPTAIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KABIVEN;EMU INJ BOLS PLAS BIOFINA  TRANS X 1920 ML ;K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS;Específico;Regulado;637,76;637,76;724,73;768,39;768,39;773,04;773,04;777,76;777,76;797,2;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SULFATO DE MAGNÉSIO HEPTAIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KABIVEN;EMU INJ BOLS PLAS BIOFINA TRANS X 1440 ML;K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS;Específico;Regulado;511,7;511,7;581,48;616,51;616,51;620,24;620,24;624,02;624,02;639,63;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FRESOFLOX;2,0 MG/ML SOL INJ IV CT BOLS PLAS PVC TRANS SIST FEC X 100 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Similar;Regulado;102,92;102,92;116,95;124;124;124,75;124,75;125,51;125,51;128,65;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FRESOFLOX;2,0 MG/ML SOL INJ CT FR PLAS PVC TRANS SIST FECH X 200 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Similar;Regulado;203,13;203,13;230,83;244,73;244,73;246,22;246,22;247,72;247,72;253,91;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FRESOFLOX;2,0 MG/ML SOL INJ CT FR PLAS PVC TRANS SIST FECH X 100 ML ;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Similar;Regulado;80,04;80,04;90,95;96,43;96,43;97,02;97,02;97,61;97,61;100,05;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ÓLEO DE PEIXE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;OMEGAVEN;100 MG/ML EMU INFUS IV CX FR VD TRANS X 50 ML ;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;83,05;93,02;107,49;114,95;100,06;115,75;100,67;116,56;101,28;119,94;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Não;Tarja  Vermelha
ÓLEO DE PEIXE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;OMEGAVEN;100 MG/ML EMU INFUS IV CX 10 FR VD TRANS X 50 ML ;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;830,62;930,3;1075,04;1149,6;1000,75;1157,63;1006,82;1165,77;1012,96;1199,52;1247,96;1436,02;1532,33;1383,48;1542,68;1391,87;1553,17;1400,36;1596,6;Não;Não;Não;Não;;Negativa;Não;Tarja -(*)
ÓLEO DE PEIXE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;OMEGAVEN;100 MG/ML EMU INFUS IV CX FR VD TRANS X 100 ML ;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;166,13;186,07;215,02;229,93;200,16;231,54;201,37;233,17;202,6;239,92;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
ÓLEO DE PEIXE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;OMEGAVEN;100 MG/ML EMU INFUS IV CX 10 FR VD TRANS X 100 ML ;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;1661,44;1860,81;2150,33;2299,46;2001,73;2315,52;2013,86;2331,8;2026,14;2399,31;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Não;Tarja  Vermelha
CLORIDRATO DE DOXORRUBICINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CLORIDRATO DE DOXORRUBICINA;50 MG PO LIOF SOL INJ CT 10 FA VD TRANS X 50 ML;L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS;Genérico;Regulado;1307,01;1307,01;1485,24;1574,71;1574,71;1584,25;1584,25;1593,91;1593,91;1633,76;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;PANTOPRAZOL;40 MG PÓ LIOF SOL INJ CT 50 FA VD TRANS + 50 AMP PLAS DIL X 10 ML;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Genérico;Regulado;3280,44;3280,44;3727,77;3952,34;3952,34;3976,29;3976,29;4000,54;4000,54;4100,55;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;PANTOPRAZOL;40 MG PÓ LIOF SOL INJ CT 50 FA VD TRANS;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Genérico;Regulado;3115,45;3115,45;3540,29;3753,55;3753,55;3776,3;3776,3;3799,33;3799,33;3894,31;4306,93;4894,24;5189,06;5189,06;5220,51;5220,51;5252,35;5252,35;5383,66;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PAMIDRONATO DISSÓDICO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;PAMIDRONATO DISSÓDICO;90 MG PO LIOF SOL INJ CT FA VD TRANS + AMP PLAS TRANS DIL X 10 ML ;M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES;Genérico;Regulado;806,62;806,62;916,61;971,83;971,83;977,72;977,72;983,68;983,68;1008,28;;;;;;;;;;Sim;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
PAMIDRONATO DISSÓDICO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;PAMIDRONATO DISSÓDICO;90 MG PO LIOF SOL INJ CT 10 FA VD  TRANS;M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES;Genérico;Regulado;8066,2;8066,2;9166,14;9718,31;9718,31;9777,21;9777,21;9836,83;9836,83;10082,75;;;;;;;;;;Sim;Não;Sim;Não;;Positiva;Não;Tarja Vermelha(*)
IFOSFAMIDA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;IFOSFAMIDA;1 G PO LIOF SOL INJ IV CT 10 FA VD TRANS;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;Regulado;896,17;896,17;1018,38;1079,72;1079,72;1086,27;1086,27;1092,89;1092,89;1120,21;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
IFOSFAMIDA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;IFOSFAMIDA;2 G PO LIOF SOL INJ IV CT 10 FA VD TRANS;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Genérico;Regulado;1580,3;1580,3;1795,8;1903,98;1903,98;1915,51;1915,51;1927,19;1927,19;1975,38;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MEROPENÉM TRI-HIDRATADO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;MEROPENÉM;500 MG PÓ P/ SOL INJ CT 25 FA VD TRANS X 30 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;2539,26;2539,26;2885,52;3059,35;3059,35;3077,89;3077,89;3096,66;3096,66;3174,08;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
MEROPENÉM TRI-HIDRATADO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;MEROPENÉM;1 G PÓ P/ SOL INJ CT 25 FA VD TRANS X 30 ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;4404,94;4404,94;5005,62;5307,16;5307,16;5339,32;5339,32;5371,88;5371,88;5506,18;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
BROMIDRATO DE CITALOPRAM;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CITALOPRAM;20 MG COM REV CT BL AL PLAS INC X 28 ;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;82,3;82,3;93,52;99,16;99,16;99,76;99,76;100,37;100,37;102,88;113,77;129,29;137,08;137,08;137,91;137,91;138,76;138,76;142,23;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
BUDESONIDA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;NOEX;32 MCG / DOSE SUS NAS CT FRAS PLAS OPC NEB X 120 DOSES;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;21,7;21,7;24,66;26,14;26,14;26,3;26,3;26,46;26,46;27,13;30;34,09;36,14;36,14;36,36;36,36;36,58;36,58;37,51;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
BUDESONIDA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;NOEX;50 MCG / DOSE SUS NAS CT FR PLAS OPC NEB X 200 DOSES;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;37,76;37,76;42,91;45,49;45,49;45,77;45,77;46,05;46,05;47,2;52,2;59,32;62,89;62,89;63,27;63,27;63,66;63,66;65,25;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
BUDESONIDA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;NOEX;64 MCG / DOSE SUS NAS CT FR PLAS OPC NEB X 120 DOSES;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;38,39;38,39;43,63;46,25;46,25;46,53;46,53;46,82;46,82;47,99;53,07;60,32;63,94;63,94;64,32;64,32;64,73;64,73;66,34;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
BUDESONIDA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;NOEX;100 MCG / DOSE SUS NAS CT FR PLAS OPC  NEB X 100 DOSES;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;37,76;37,76;42,91;45,49;45,49;45,77;45,77;46,05;46,05;47,2;52,2;59,32;62,89;62,89;63,27;63,27;63,66;63,66;65,25;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MELOXICAM;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;MELOXICAM;10 MG/ML SOL INJ IM CT 5 AMP VD TRANS X 1,5 ML;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;25,77;25,77;29,28;31,05;31,05;31,24;31,24;31,43;31,43;32,21;35,63;40,48;42,92;42,92;43,19;43,19;43,45;43,45;44,53;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
DOCETAXOL;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;DOCETAXEL;80 MG SOL INJ CT FA VD INC X 2,0 ML + AMP DIL VD INC X 6,0 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Genérico;Regulado;2899,25;2899,25;3294,6;3493,07;3493,07;3514,24;3514,24;3535,67;3535,67;3624,06;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MELOXICAM;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;MELOXICAM;7,5 MG COM CT STR AL X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;13,21;13,21;15,01;15,92;15,92;16,01;16,01;16,11;16,11;16,51;18,26;20,75;22,01;22,01;22,13;22,13;22,27;22,27;22,82;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MELOXICAM;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;MELOXICAM;15 MG COM CT STR AL X 10  ;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Genérico;Regulado;16,2;16,2;18,41;19,52;19,52;19,64;19,64;19,76;19,76;20,25;22,4;25,45;26,99;26,99;27,15;27,15;27,32;27,32;27,99;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ALPRAZOLAM;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;ALPRAZOLAM;1,0 MG COM CT BL AL PLAS OPC X 30;N5C - TRANQUILIZANTES;Genérico;Regulado;27,55;27,55;31,31;33,19;33,19;33,39;33,39;33,6;33,6;34,44;38,09;43,28;45,88;45,88;46,16;46,16;46,45;46,45;47,61;Não;Não;Não;Não;;Positiva;Sim;Tarja  Preta
HEPARINA SÓDICA BOVINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;HEPTAR;5000 UI/ML SOL INJ DISPLAY 50 FA VD TRANS X 5 ML;B1B1 - HEPARINAS NÃO FRACIONADA;Novo;Regulado;736,36;736,36;836,77;887,18;887,18;892,56;892,56;898;898;920,45;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE FLUOXETINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;FLUXENE;20 MG CAP DURA  CT BL  AL PLAS TRANS X 14;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;28,21;28,21;32,06;33,99;33,99;34,19;34,19;34,4;34,4;35,26;39;44,32;46,99;46,99;47,27;47,27;47,56;47,56;48,74;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE FLUOXETINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;FLUXENE;20 MG CAP DURA  CT BL AL PLAS TRANS X 28 ;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;56,38;56,38;64,07;67,93;67,93;68,34;68,34;68,76;68,76;70,48;77,94;88,57;93,91;93,91;94,48;94,48;95,06;95,06;97,43;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE FLUOXETINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;FLUXENE;10 MG CAP DURA CT BL AL PLAS TRANS X 14 ;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;12,35;12,35;14,03;14,88;14,88;14,97;14,97;15,06;15,06;15,44;17,07;19,4;20,57;20,57;20,7;20,7;20,82;20,82;21,34;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CLORIDRATO DE FLUOXETINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;FLUXENE;10 MG CAP DURA CT BL AL PLAS TRANS X 28;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;29,5;29,5;33,52;35,54;35,54;35,76;35,76;35,98;35,98;36,88;40,78;46,34;49,13;49,13;49,44;49,44;49,74;49,74;50,98;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE FLUOXETINA;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;FLUXENE;20 MG CAP DURA  CT BL AL PLAS TRANS X 60;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;77,11;77,11;87,63;92,9;92,9;93,47;93,47;94,04;94,04;96,39;106,6;121,14;128,43;128,43;129,22;129,22;130;130;133,25;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;450 MG COM LIB PROL CT BL AL PLAS TRANS X 10;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;12,02;12,02;13,66;14,48;14,48;14,57;14,57;14,66;14,66;15,03;16,62;18,88;20,02;20,02;20,14;20,14;20,27;20,27;20,78;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;450 MG COM LIB PROL CT BL AL PLAS TRANS X 30;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;36,08;36,08;41;43,47;43,47;43,73;43,73;44;44;45,1;49,88;56,68;60,09;60,09;60,45;60,45;60,83;60,83;62,35;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;300 MG COM REV CT BL AL PLAS TRANS X 25 ;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;12,92;12,92;14,68;15,57;15,57;15,66;15,66;15,76;15,76;16,15;17,86;20,29;21,52;21,52;21,65;21,65;21,79;21,79;22,33;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;300 MG COM REV CT BL AL PLAS TRANS X 60 ;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;31,07;31,07;35,31;37,43;37,43;37,66;37,66;37,89;37,89;38,84;42,95;48,81;51,74;51,74;52,06;52,06;52,38;52,38;53,69;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;300 MG COM REV CT BL AL PLAS TRANS X 50 ;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;25,91;25,91;29,44;31,22;31,22;31,41;31,41;31,6;31,6;32,39;35,82;40,7;43,16;43,16;43,42;43,42;43,69;43,69;44,78;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;300 MG COM REV CT BL AL PLAS TRANS X 90;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;46,58;46,58;52,93;56,12;56,12;56,46;56,46;56,8;56,8;58,23;64,39;73,17;77,58;77,58;78,05;78,05;78,52;78,52;80,5;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;450 MG COM LIB PROL CT BL AL PLAS TRANS X 60;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;72,16;72,16;82;86,94;86,94;87,47;87,47;88;88;90,2;99,76;113,36;120,19;120,19;120,92;120,92;121,65;121,65;124,7;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CARBONATO DE LÍTIO;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;CARBOLITIUM;450 MG COM LIB PROL CT BL AL PLAS TRANS X 90;N6A3 - ESTABILIZADORES DO HUMOR;Novo;Regulado;108,23;108,23;122,99;130,4;130,4;131,19;131,19;131,99;131,99;135,29;149,62;170,03;180,27;180,27;181,36;181,36;182,47;182,47;187,03;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
"CLORIDRATO DE HIDROXOCOBALAMINA;FOSFATO DISSÓDICO DE DEXAMETASONA;DIPIRONA";61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;DEXALGEN;5 MG/ML SOL INJ CX 3 AMP VD AMB X 1 ML +1,5 MG/ML +500MG/ML SOL INJ 3 AMP VD AMB X 1 ML;M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES;Similar;Regulado;27,72;31,05;35,88;38,37;33,4;38,64;33,6;38,91;33,81;40,04;41,65;47,93;51,14;46,17;51,49;46,45;51,84;46,74;53,29;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
"CLORIDRATO DE HIDROXOCOBALAMINA;FOSFATO DISSÓDICO DE DEXAMETASONA;DIPIRONA";61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;DEXALGEN;5 MG/ML SOL INJ CX AMP VD AMB X 1 ML + 1,5 MG/ML + 500 MG/ML SOL INJ AMP VD AMB X 1 ML;M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES;Similar;Regulado;8,85;9,91;11,45;12,25;10,66;12,33;10,73;12,42;10,79;12,78;13,29;15,29;16,33;14,74;16,43;14,83;16,55;14,92;17,01;Não;Não;Não;Não;;Negativa;Não;Tarja  Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;SELENE;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;17,25;17,25;19,6;20,78;20,78;20,91;20,91;21,04;21,04;21,56;23,85;27,1;28,73;28,73;28,91;28,91;29,09;29,09;29,81;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;5,08E+14;1E+12;7,89E+12;    -     ;    -     ;SELENE;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 63 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;35,63;35,63;40,49;42,93;42,93;43,19;43,19;43,45;43,45;44,54;49,26;55,98;59,35;59,35;59,71;59,71;60,07;60,07;61,57;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
